index,Order ID,Date,Status,Fulfilment,Sales Channel ,ship-service-level,Style,SKU,Category,Size,ASIN,Courier Status,Qty,currency,Amount,ship-city,ship-state,ship-postal-code,ship-country,promotion-ids,B2B,fulfilled-by,Unnamed: 22
329,408-5540360-9479519,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET183,SET183-KR-DH-M,Set,M,B08B3Z2YY3,Shipped,1,INR,759.0,SHILLONG,MEGHALAYA,793008.0,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant SS-1640596961008,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-WSJLDN3X7KEMO,Amazon PLCC Free-Financing Universal Merchant AAT-VL6FGQVGQVXUS,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,Easy Ship,
330,403-2079921-1244300,04-30-22,Cancelled,Amazon,Amazon.in,Expedited,MEN5029,MEN5029-KR-M,kurta,M,B08YZ1SZDH,Unshipped,1,INR,475.0,DHAMNOD DHAR DISTRICT,MADHYA PRADESH,454552.0,IN,,False,,
331,402-8019936-6115500,04-30-22,Cancelled,Amazon,Amazon.in,Expedited,J0003,J0003-SET-XXL,Set,XXL,B0894XKVH3,Unshipped,1,INR,654.0,MYSURU,KARNATAKA,570016.0,IN,,False,,
332,406-6711228-7576354,04-30-22,Cancelled,Amazon,Amazon.in,Expedited,J0341,J0341-DR-XXL,Western Dress,XXL,B099NR3NXY,Unshipped,1,INR,791.0,BENGALURU,KARNATAKA,560037.0,IN,,False,,
333,171-1425554-3718756,04-30-22,Shipped,Amazon,Amazon.in,Expedited,J0341,J0341-DR-XXXL,Western Dress,3XL,B099NSQP4Z,Shipped,1,INR,744.0,BENGALURU,KARNATAKA,560070.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,
334,407-9906412-0889129,04-30-22,Shipped,Amazon,Amazon.in,Expedited,JNE3373,JNE3373-KR-XXXL,kurta,3XL,B082W7MZVQ,Shipped,1,INR,376.0,CHAKDAHA,WEST BENGAL,741222.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,
335,408-8991303-6559523,04-30-22,Shipped,Amazon,Amazon.in,Expedited,JNE3405,JNE3405-KR-XL,kurta,XL,B081WT6GG7,Shipped,1,INR,399.0,CHENNAI,TAMIL NADU,600082.0,IN,,False,,
336,408-6046797-8945127,04-30-22,Shipped,Amazon,Amazon.in,Expedited,SET291,SET291-KR-PP-XL,Set,XL,B099NJV9X7,Shipped,1,INR,599.0,KOLKATA,WEST BENGAL,700044.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,
337,171-2134173-5385136,04-30-22,Shipped,Amazon,Amazon.in,Expedited,J0331,J0331-KR-XXXL,kurta,3XL,B09PD63F81,Shipped,1,INR,782.0,CHIKKAMAGALURU,KARNATAKA,577101.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,
338,171-2134173-5385136,04-30-22,Shipped,Amazon,Amazon.in,Expedited,JNE3752,JNE3752-KR-XXXL,kurta,3XL,B09K3Z6TT3,Shipped,1,INR,362.0,CHIKKAMAGALURU,KARNATAKA,577101.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,
339,402-2155477-9353103,04-30-22,Shipped,Amazon,Amazon.in,Expedited,SET369,SET369-KR-NP-XXL,Set,XXL,B09QJM97Z8,Shipped,1,INR,1173.0,BHUBANESWAR,ODISHA,751003.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,
340,407-8580022-5578715,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0341,J0341-DR-M,Western Dress,M,B099NQQ79L,Shipped,1,INR,744.0,GURUGRAM,HARYANA,122018.0,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-SL3Y2YRMAUNFC,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-VY2G7AISPNM5O,Amazon PLCC Free-Financing Universal Merchant AAT-W5I5VO555W3V6,Amazon PLCC Free-Financing Universal Merchant AAT-RSTHMTL7LSZQI,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4,Amazon PLCC Free-Financing Universal Merchant #MP-pmilan-1601980554292",False,Easy Ship,
341,402-1572540-8678700,04-30-22,Shipped,Amazon,Amazon.in,Expedited,JNE3797,JNE3797-KR-M,Western Dress,M,B09SDY8DCT,Shipped,1,INR,725.0,KOLKATA,WEST BENGAL,700050.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,
342,171-1887627-9813158,04-30-22,Shipped,Amazon,Amazon.in,Expedited,JNE3373,JNE3373-KR-XS,kurta,XS,B082W872VQ,Shipped,1,INR,376.0,VISAKHAPATNAM,ANDHRA PRADESH,530016.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,
343,408-7712483-3825907,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3805,JNE3805-KR-L,kurta,L,B09K3ZKHMW,Shipped,1,INR,459.0,ALLAHABAD,UTTAR PRADESH,211004.0,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-SL3Y2YRMAUNFC,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-WSJLDN3X7KEMO,Amazon PLCC Free-Financing Universal Merchant AAT-VL6FGQVGQVXUS,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-XVPICCHRWDCAI,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,Easy Ship,
344,402-3621298-2630741,04-30-22,Cancelled,Amazon,Amazon.in,Expedited,J0003,J0003-SET-XXL,Set,XXL,B0894XKVH3,Unshipped,1,INR,654.0,MYSURU,KARNATAKA,570016.0,IN,,False,,
345,404-8745561-3169903,04-30-22,Shipped,Amazon,Amazon.in,Expedited,JNE3537,JNE3537-KR-M,kurta,M,B08JGXZHY9,Shipped,1,INR,379.0,LUCKNOW,UTTAR PRADESH,226022.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,
346,404-1508602-9433941,04-30-22,Shipped,Amazon,Amazon.in,Expedited,J0003,J0003-SET-XL,Set,XL,B0894YFQ5R,Shipped,1,INR,696.0,KOLKATA,WEST BENGAL,700089.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,
347,171-9371949-6030721,04-30-22,Shipped,Amazon,Amazon.in,Expedited,SET324,SET324-KR-NP-M,Set,M,B09NQ4NM75,Shipped,1,INR,597.0,MALDA,WEST BENGAL,732101.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,
348,171-2705563-6985105,04-30-22,Shipped,Amazon,Amazon.in,Expedited,SET293,SET293-KR-NP-M,Set,M,B09K3LJWBB,Shipped,1,INR,692.0,DIMAPUR,NAGALAND,797112.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,
349,171-3537751-4007556,04-30-22,Shipped,Amazon,Amazon.in,Expedited,SET436,SET436-KR-NP-XXXL,Set,3XL,B09YNY91G5,Shipped,1,INR,1999.0,Nellore,ANDHRA PRADESH,524314.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,
350,408-5990312-3581165,04-30-22,Shipped,Amazon,Amazon.in,Expedited,SET264,SET264-KR-NP-XXL,Set,XXL,B08YNK9K8F,Shipped,1,INR,824.0,PUDUCHERRY,PUDUCHERRY,605008.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,
351,403-6062596-1220349,04-30-22,Shipped,Amazon,Amazon.in,Expedited,JNE3567,JNE3567-KR-XS,kurta,XS,B08KRXDR4Y,Shipped,1,INR,399.0,CUNCOLIM,GOA,403703.0,IN,Duplicated A12RHGVGRWOT3S 1560498941486,False,,
352,171-8220241-5105927,04-30-22,Shipped,Amazon,Amazon.in,Expedited,J0329,J0329-KR-XXXL,kurta,3XL,B09KXRLH3S,Shipped,1,INR,737.0,CHIKKAMAGALURU,KARNATAKA,577101.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,
353,408-9405529-3743511,04-30-22,Shipped,Amazon,Amazon.in,Expedited,JNE3568,JNE3568-KR-XL,kurta,XL,B08KS2BCHS,Shipped,1,INR,399.0,Hyderabad,TELANGANA,500068.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,
354,402-3595365-1666728,04-30-22,Cancelled,Amazon,Amazon.in,Expedited,SET341,SET341-KR-NP-L,Set,L,B09NPXCZZG,Unshipped,1,INR,899.0,NOIDA,UTTAR PRADESH,201301.0,IN,,False,,
355,407-3271219-3762757,04-30-22,Shipped,Amazon,Amazon.in,Expedited,JNE3543,JNE3543-KR-M,kurta,M,B08HHJQ3F4,Shipped,1,INR,368.0,PUNE,MAHARASHTRA,411028.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,
356,402-3660716-8589107,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3368,JNE3368-KR-XXXL,kurta,3XL,B0828PD16L,Shipped,1,INR,471.0,trivandrum,KERALA,695003.0,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-CXNSLNBROFDW4,Amazon PLCC Free-Financing Universal Merchant AAT-WSJLDN3X7KEMO,Amazon PLCC Free-Financing Universal Merchant AAT-VL6FGQVGQVXUS,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-XVPICCHRWDCAI,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,Easy Ship,
357,171-3953233-6135505,04-30-22,Shipped,Amazon,Amazon.in,Expedited,JNE3405,JNE3405-KR-L,kurta,L,B081WSCKPQ,Shipped,1,INR,399.0,KANPUR,UTTAR PRADESH,208027.0,IN,Duplicated A12RHGVGRWOT3S 1560498941486,False,,
358,402-5525660-2118707,04-30-22,Shipped,Amazon,Amazon.in,Expedited,JNE3365,JNE3365-KR-1052-A-S,kurta,S,B07WS14TZY,Shipped,1,INR,376.0,CHINNALAPATTI,TAMIL NADU,624301.0,IN,,False,,
359,406-9941718-1734719,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3759,JNE3759-KR-XL,kurta,XL,B099FB2C9L,Shipped,1,INR,544.0,BENGALURU,KARNATAKA,560072.0,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-SL3Y2YRMAUNFC,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant AAT-TNYBHEAO7HOHO,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4,Amazon PLCC Free-Financing Universal Merchant AAT-QMFZ3M7T5NPDS,Amazon PLCC Free-Financing Universal Merchant #MP-pmilan-1601980554292",False,Easy Ship,
360,171-1297873-2176339,04-30-22,Shipped,Amazon,Amazon.in,Expedited,MEN5001,MEN5001-KR-L,kurta,L,B08YYRNM5M,Shipped,1,INR,499.0,HYDERABAD,TELANGANA,500073.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,
361,407-6401192-4057954,04-30-22,Shipped,Amazon,Amazon.in,Expedited,J0098,J0098-TP-XS,Top,XS,B092CZW41L,Shipped,1,INR,426.0,BENGALURU,KARNATAKA,560100.0,IN,,False,,
362,406-3397500-8084361,04-30-22,Shipped,Amazon,Amazon.in,Expedited,JNE3567,JNE3567-KR-XL,kurta,XL,B08KRTXC2Y,Shipped,1,INR,399.0,BENGALURU,KARNATAKA,560072.0,IN,,False,,
363,171-9620288-8918704,04-30-22,Cancelled,Amazon,Amazon.in,Expedited,SET226,SET226-KR-PP-L,Set,L,B08MYTQ4F9,Cancelled,0,,,BAGESHWAR,UTTARAKHAND,263642.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,
364,402-8089760-1132331,04-30-22,Shipped,Amazon,Amazon.in,Expedited,SET380,SET380-KR-NP-XXXL,Set,3XL,B09QJ3F6T9,Shipped,1,INR,995.0,NEW DELHI,DELHI,110059.0,IN,,False,,
365,403-7042175-3905937,04-30-22,Shipped,Amazon,Amazon.in,Expedited,MEN5009,MEN5009-KR-M,kurta,M,B08YYX8VKT,Shipped,1,INR,499.0,BARRACKPORE,WEST BENGAL,700122.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,
366,403-7042175-3905937,04-30-22,Shipped,Amazon,Amazon.in,Expedited,MEN5011,MEN5011-KR-M,kurta,M,B08YZ1Z5XS,Shipped,1,INR,499.0,BARRACKPORE,WEST BENGAL,700122.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,
367,407-4629176-4141949,04-30-22,Shipped,Amazon,Amazon.in,Expedited,SET324,SET324-KR-NP-M,Set,M,B09NQ4NM75,Shipped,1,INR,597.0,Dombivali  east,MAHARASHTRA,421201.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,
368,171-7306449-0588335,04-30-22,Shipped,Amazon,Amazon.in,Expedited,MEN5032,MEN5032-KR-S,kurta,S,B08YYXJJ4V,Shipped,1,INR,562.0,NEW DELHI,DELHI,110017.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,
369,407-1396965-6726703,04-30-22,Shipped,Amazon,Amazon.in,Expedited,PJ0096,PJ0096-KR-N-5XL,kurta,5XL,B09LD3ZZ2N,Shipped,1,INR,696.0,PATNA,BIHAR,801105.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,
370,407-0624641-6557144,04-30-22,Shipped,Amazon,Amazon.in,Expedited,SET268,SET268-KR-NP-L,Set,L,B08XQ8MCKP,Shipped,1,INR,788.0,Hyderabad,TELANGANA,500070.0,IN,,False,,
371,405-8444009-8723509,04-30-22,Shipped,Amazon,Amazon.in,Expedited,JNE3567,JNE3567-KR-M,kurta,M,B08KRXV1QR,Shipped,1,INR,399.0,New delhi,DELHI,110085.0,IN,,False,,
372,406-5729580-2175565,04-30-22,Shipped,Amazon,Amazon.in,Expedited,SET359,SET359-KR-NP-XXL,Set,XXL,B09RKFC8CP,Shipped,1,INR,1099.0,NEW TOWN,WEST BENGAL,700135.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,
373,404-2255967-5457950,04-30-22,Shipped,Amazon,Amazon.in,Expedited,J0199,J0199-SET-XXXL,Set,3XL,B08QGMQRLF,Shipped,1,INR,476.0,HYDERABAD,TELANGANA,502319.0,IN,,False,,
374,408-5020509-5674715,04-30-22,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,JNE3798,JNE3798-KR-M,Western Dress,M,B09SDXTRS9,Shipped,1,INR,0.0,NEW DELHI,DELHI,110096.0,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811",False,Easy Ship,
375,407-7642883-3094732,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0401,J0401-DR-L,Western Dress,L,B09SDXN14H,Shipped,1,INR,885.0,SIBSAGAR,ASSAM,785667.0,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,Easy Ship,
376,404-7608918-0571517,04-30-22,Shipped,Amazon,Amazon.in,Expedited,J0003,J0003-SET-XS,Set,XS,B0894WW15B,Shipped,1,INR,654.0,JAMMU,JAMMU & KASHMIR,180015.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,
377,171-6589781-2209965,04-30-22,Shipped,Amazon,Amazon.in,Expedited,J0308,J0308-DR-XL,Western Dress,XL,B099NS3FWG,Shipped,1,INR,625.0,Pune,MAHARASHTRA,411019.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,
378,405-9442254-2207515,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,PJNE3368,PJNE3368-KR-6XL,kurta,6XL,B09PY99SVJ,Shipped,1,INR,505.0,Pathanapuram,KERALA,689695.0,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-SL3Y2YRMAUNFC,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-WSJLDN3X7KEMO,Amazon PLCC Free-Financing Universal Merchant AAT-VL6FGQVGQVXUS,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-XVPICCHRWDCAI,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,Easy Ship,
379,405-3071731-6600369,04-30-22,Shipped,Amazon,Amazon.in,Expedited,PJNE3252,PJNE3252-KR-N-6XL,kurta,6XL,B09LD24932,Shipped,1,INR,563.0,Pathanapuram,KERALA,689695.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,
380,404-6026001-1717923,04-30-22,Cancelled,Merchant,Amazon.in,Standard,JNE3752,JNE3752-KR-M,kurta,M,B09K3WC7DN,,0,INR,344.76,JAUNPUR,UTTAR PRADESH,222001.0,IN,,False,Easy Ship,
381,404-4026534-0431517,04-30-22,Cancelled,Amazon,Amazon.in,Expedited,SET217,SET217-KR-PP-XXXL,Set,3XL,B089B2WLM2,Cancelled,0,,,SOLAPUR,MAHARASHTRA,413001.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,
